index	0
	142231
a	44
aahaн	2
aarhus	1
ab	1
abaci	1
abba	3
abbvie	1
abc	1
abercrombie	1
abix	1
about	3
abracon	1
academic	4
academies	1
academy	2
acasemic	1
accenture	1
access	2
according	1
aceae	1
acer	1
achievement	2
achpr	1
act	1
acuta	1
acute	1
adam	1
adaq	1
administration	1
administrative	1
adrenaline	1
adsjarai	1
advanced	2
adventures	3
ae	1
aek	3
aeronautics	1
aesti	1
aestii	1
aestuarium	1
afc	1
affero	1
afili	1
ag	1
again	2
agency	2
agpl	1
ah	2
ahaps	1
ahmed	1
aiken	1
air	8
airbus	5
airlines	7
airport	1
airzena	1
ak	8
akon	3
akron	1
akс	1
al	2
alagui	1
albert	2
aleman	1
alexa	1
alfa	1
alfal	1
ali	1
aliexpress	1
alighieri	1
alighiero	1
all	5
allem	1
alliance	2
alma	1
almage	1
alp	1
alsou	1
alt	2
altaica	1
altin	1
always	1
am	1
aman	1
amazon	1
amd	1
america	1
american	1
amorphis	1
amps	3
amul	1
anadolu	1
anarchist	1
anas	4
anatomica	1
ancient	1
and	16
android	1
andromeda	1
angels	1
animation	1
animax	1
aniplex	1
anni	1
annie	1
anno	1
ansambli	1
anser	1
ansi	1
anthony	1
anuda	1
anuta	1
anuto	1
aoshima	1
apache	2
apaартаaн	1
apaҕac	2
apertium	1
api	1
apis	1
app	1
apparatus	1
appendix	1
apple	9
applied	1
appmagic	2
appstore	2
apptop	3
apr	1
aps	1
apus	2
aqcura	1
aqcurin	1
ar	2
arabica	1
ararat	1
arbitration	1
arborea	1
arenaria	1
ares	7
argentum	1
argin	1
arguta	1
aria	1
army	1
around	1
arpanet	3
arrival	2
art	1
artemísia	1
article	1
arts	2
as	1
ascc	1
asean	1
ashoka	1
asia	1
asian	1
asset	1
associates	3
association	2
astrid	1
asylum	1
at	4
atelier	1
athos	1
ati	1
atlantique	1
atli	1
attack	1
au	1
audi	1
august	1
aurum	1
aussill	1
austlen	1
australe	1
australian	1
auto	1
automatic	1
automotive	1
avensis	2
avignon	1
avon	2
award	9
awards	10
aydın	1
aysen	1
aythya	2
aéroport	1
aан	2
aаспыт	1
aирrow	1
aтын	1
aҥгун	2
b	18
ba	1
babbige	1
babel	1
bach	1
backstreet	1
bad	2
bafta	1
bag	1
bahn	1
bainbridge	1
baire	1
baker	1
balel	1
balkan	1
ball	2
bank	4
bankenviiel	1
banner	1
bar	1
bard	1
barefoot	1
barre	1
basar	1
based	1
bashgur	1
basic	3
basilic	1
baska	1
basti	1
bath	1
batua	1
bayview	1
başqort	1
bbc	3
bbd	1
bbk	2
bdsm	1
bdt	1
be	1
beatles	3
beautiful	1
bebek	1
became	1
becel	1
becoming	2
bed	1
beeline	1
behiye	1
believe	1
bell	4
bellincione	1
bellingcat	1
bello	3
bellsouth	1
benedict	1
benz	1
berlin	1
besatzungszone	1
beshgur	1
best	3
bet	1
beta	1
bettina	1
betula	1
bey	2
beyond	1
beşik	1
bianco	1
bic	2
bican	1
bigcommerce	1
bilkent	1
billboard	3
billion	1
bir	1
birth	1
biscaya	1
bishop	1
bismi	1
bitcing	1
bitcoin	1
bizim	1
bla	1
black	3
blackrock	1
blaise	1
block	1
blog	2
blogger	1
bloomberg	1
blossfeldiana	1
blue	1
bluetooth	2
bod	1
bodyguard	1
boeing	9
bog	1
bohemia	1
boiohaemum	1
bokmål	3
bold	1
bollywood	1
bomis	1
boraginaceae	1
boring	1
born	1
borsa	1
bos	1
boston	1
bosworth	1
botanischer	1
botin	1
bougb	1
boundaries	1
bow	1
bowl	1
box	2
boxy	1
boy	1
boys	1
boş	1
boо	1
bradley	1
brand	2
brandt	1
bratz	1
break	4
breakout	1
breed	1
brian	1
bridge	1
brielle	1
bronfman	1
bros	2
brother	1
browser	1
bubo	1
bucking	1
building	1
bulan	1
bundesbank	1
bunka	1
burger	3
buriaad	1
burkinabè	1
bursa	1
burt	1
bus	1
business	3
buteo	1
buyuk	1
bwbы	1
by	1
byzantinoturcica	1
bèiyǐng	1
bültürei	1
bürnx	1
běijīng	1
bīngtuán	1
c	75
ca	2
cadde	1
caelum	2
cahiers	1
cake	2
calculator	1
caldina	1
call	5
callao	1
calvin	1
cambridge	2
camelidae	1
camellia	1
camelopardalis	1
camfed	1
cami	1
campo	1
camry	4
can	1
canada	1
canephora	1
canes	1
canicula	1
canidae	1
canis	2
cantabrigiensis	1
canterbury	1
canus	1
cap	2
cape	1
capsella	1
car	1
carat	1
caraşova	1
carbide	1
card	1
cardboard	2
caries	1
carina	4
carl	1
carole	1
cart	1
casablanca	1
caso	1
castellano	1
castorena	1
catalana	1
català	1
catholic	1
catus	1
cavalleria	1
caҕaланан	1
caҥa	1
cc	5
ccc	1
cctv	2
cd	1
cdma	3
census	1
central	3
centre	1
centum	1
century	2
ceo	1
certification	2
ces	1
cfr	2
cgxpyakutsk	1
chaimpionship	1
chan	1
chance	1
channel	3
chaplains	1
character	1
charakteristik	1
charge	1
charles	4
charlie	2
charls	1
charts	1
chechnya	1
chem	1
chemezov	1
chemical	1
chemicus	1
chemistry	1
chernobyl	1
chiamare	1
chicken	1
chilei	1
china	2
chinese	1
chip	1
chisel	1
choice	1
cholera	1
cholerae	1
choutei	1
christe	1
christian	1
christmas	1
chrome	1
chronographus	1
chun	1
chuwi	1
chūnshuǐtáng	1
cia	1
cidade	1
cij	1
cine	1
cingkappūr	1
citibank	3
city	1
civitas	1
cl	2
clara	1
clarity	1
classic	1
clegionalbahnten	1
cleveland	1
clifford	1
cliniс	1
cloud	1
club	2
clubhouse	1
clypeata	1
cláudia	1
cmp	1
co	6
coca	2
cocco	3
cod	1
code	2
codes	1
coffea	4
cogito	1
cohuna	1
coinbase	2
cola	2
colin	1
college	3
colmar	1
color	1
columbia	1
columbus	1
com	6
comanche	1
committee	2
commodore	1
company	10
computer	3
conaka	1
conal	1
concacaf	1
conco	1
conservation	1
consonantal	1
construction	1
contemplations	1
controlled	1
controversial	1
convergo	2
coo	1
cookice	1
coordonné	1
copoҕop	2
cor	1
corax	1
cordesman	1
core	1
corona	9
corp	1
corporation	8
corps	1
corsten	1
corvus	2
coturnix	2
counter	4
countries	1
countryball	1
cour	1
couronne	1
cov	2
covid	6
cowboy	1
coҕyc	4
coҕypyy	1
cp	2
cpu	1
cpython	1
crane	1
craniales	1
crateagus	1
crb	1
cream	3
crean	1
create	1
creative	2
crecca	1
crisis	1
croat	1
crt	1
csoh	1
css	1
ct	1
cu	1
cuba	1
cumhuriyet	1
cup	2
cuprum	1
cur	1
cve	1
cyber	1
cyberleninka	1
cyoҕy	1
cyrillic	1
cytokine	1
cаhаара	1
cаахар	1
cаввинов	1
cайдыытыгар	1
cакалар	1
cакалары	1
cалаалаах	1
cалгыы	1
cанааны	1
cасми	1
cаудовскай	1
cаха	8
cахалар	1
cезон	1
cергей	1
cипта	1
cир	1
cирдиҥи	1
cири	1
cиригэр	5
cирэ	1
cиэрдээх	1
cкиттар	1
cофронов	1
cоҕотох	1
cоҕуруу	1
cоҥнооһун	1
cтахановец	1
cтепеннээх	1
cтепэннээх	1
cтрод	1
cуруйааччы	1
cыл	1
cыллаахха	1
cылларга	1
cыллахха	1
cымара	1
cэтинньи	1
cүбүөкүлэ	1
cүдү	1
cүрэх	1
cүрүн	2
cүүcчэкэ	1
cүөһү	2
cө	6
d	23
da	1
dabarān	1
dahl	1
dahurica	1
dai	1
daigremontiana	1
daily	1
daimyo	1
dale	1
dalyan	1
dan	2
dance	1
dancing	2
dandy	1
dangerous	4
danijel	1
danketsy	1
danlop	1
danmark	1
danse	1
dansk	2
dante	1
darkplaces	1
darpa	1
dartmouth	1
darxad	1
daryā	1
darülbedayi	1
das	1
data	1
dataran	1
datca	1
date	1
datus	1
day	3
daydreamer	1
dazdilayly	1
dc	1
de	20
deacon	1
debian	2
deeji	1
def	1
degli	1
del	1
delphinus	1
demoiselles	1
dendy	1
deneme	1
department	1
der	7
derz	1
des	1
descendants	3
desktop	1
desperately	1
despotizmi	1
detsat	1
deus	1
deutsche	1
development	1
deverleri	1
devleti	1
dhimotiki	1
di	4
dialup	1
diccionari	1
dictaverit	1
die	1
dies	1
digi	2
digital	2
dipsomania	1
dira	1
directd	1
direction	2
dirty	1
discord	3
discovery	1
discrimino	1
disease	1
disk	1
disney	10
disneyland	2
display	1
distribution	1
dióica	1
dj	3
dnister	1
do	1
doc	1
docs	1
doctor	1
dog	3
dogan	1
dolby	1
doléances	1
domain	1
domesticus	1
domini	1
domino	1
don	1
dong	1
donkey	1
doodle	1
doosan	1
dor	1
dorado	1
dorit	1
dos	5
dough	2
douglas	1
doydu	1
dr	1
drachmai	1
drachmes	1
drake	1
dram	1
drama	1
draper	1
dreams	1
dreamworks	1
drive	2
ds	2
dsi	1
dsm	1
dts	2
du	4
ducatus	1
duck	1
ducreyi	1
dumb	3
dunaliella	1
durante	1
dusty	1
duty	5
dvd	3
dynamics	1
dzino	1
dàxué	2
dönersen	1
dān	1
dʒəˈlɔŋ	1
e	18
earth	3
earthlings	1
east	3
ebay	1
eckmann	1
ecmascript	1
economics	1
economist	1
edge	1
editor	1
edmonton	1
edmund	1
education	1
edward	1
egelsbach	1
egypt	1
eka	2
el	3
electric	3
electronic	2
electronics	6
elegus	1
elementum	1
elephas	1
elias	1
elisa	1
elite	2
elizabeth	1
em	1
emberiza	1
embrace	3
emea	1
emergency	2
emi	1
emine	1
emmy	1
emom	1
empire	1
emu	1
en	4
ence	1
encyclopedia	1
energy	1
engine	2
engineering	3
england	1
english	2
englishman	1
eniac	2
entertainment	2
environment	1
epidermidis	1
equidae	2
erbil	1
eremias	1
eretz	1
ergo	1
eritrichium	1
escanaba	1
eskimos	1
esl	1
españa	2
español	2
esperanto	1
essay	1
estland	1
etf	1
ethnic	1
ethnicity	1
etymologus	1
eugeiin	1
europe	3
european	7
euskara	1
ev	1
evangeliorum	1
everything	1
evil	1
evita	1
evolution	2
evolve	1
exchange	2
executive	1
expert	3
explorer	3
exporting	1
express	2
extra	1
exumira	1
exxonmobil	1
eyre	1
ezo	1
f	10
face	1
facebook	2
faceit	1
faces	1
fair	1
fairchild	2
faire	1
falciparum	1
falk	1
fame	4
famicom	1
familiaris	1
fannie	1
farecompare	1
fargo	1
fe	2
federal	4
federation	1
feed	1
felidae	1
felis	1
fellow	1
fema	1
ferina	1
ferit	1
fermentum	1
ferret	1
ferrum	1
ferry	1
festschrift	1
ff	1
fhlmc	1
fi	1
fiat	2
fidjip	1
fieser	1
fiesta	1
fifa	16
figure	1
file	1
filll	1
films	2
financial	2
fine	1
finland	2
finn	1
first	4
fischeri	1
fitch	1
flaghip	1
flags	1
flakfurt	1
flame	1
flames	1
flava	1
flipsid	1
fllabankut	1
fllfankft	1
fllsbach	1
flly	1
flowers	1
flumps	1
fm	3
fnatic	1
foe	2
foetidum	1
fokker	1
football	2
for	9
forbes	5
ford	3
forest	1
formation	1
formerly	1
formosa	1
formula	1
fornax	1
fort	1
forte	1
fortne	1
fortnie	1
fortnitite	1
fortnntenitite	1
fortran	5
fortuna	2
fortune	2
fortunino	1
forves	2
foss	1
foto	1
foundation	4
four	1
fox	3
framework	1
franc	2
france	1
francesco	1
franco	1
franken	1
frankfurler	1
frankfurt	1
française	1
françois	1
freddie	2
free	2
freedom	1
fried	1
friend	2
from	2
front	1
frs	1
fructus	1
fuchs	1
fulda	1
fumel	1
fund	1
fundamentals	1
fundamento	1
funny	1
fushigi	1
fusion	1
future	2
fójiào	1
für	1
fěnyuán	1
g	17
ga	2
gaizi	1
galeão	1
gallus	2
gamble	1
game	1
gamer	1
games	3
gangnam	1
gap	2
garonne	1
garrulus	1
garten	1
gas	1
gastrica	1
gaulle	1
gaw	1
gay	1
gazzetta	1
gbp	1
gcmmf	1
ge	1
gear	1
gef	1
geforce	2
gelin	1
general	4
generosa	2
genius	1
geo	1
geoducк	1
geographic	1
geographical	1
geometrie	1
georgi	1
georgia	1
germany	1
gevher	1
ghare	1
ghosts	2
giles	1
giritlioğlu	1
gitanjali	1
giuseppe	1
glandarius	1
glass	1
glauberi	1
glesum	1
glory	1
glyceria	1
gmail	2
gmbh	1
gmt	2
gnu	5
gokceli	1
gold	4
golden	1
goldene	1
goldjunge	1
gomen	1
gomenasai	1
gone	1
good	2
goodwill	1
google	13
googlemail	1
gora	1
gordo	1
gordonua	1
gorenje	1
gornyj	2
gorriti	1
gourde	1
goverla	1
goxy	1
goyeneenech	1
gpl	3
gpon	1
gps	1
gpw	1
grace	2
graffiare	1
grameen	1
grammy	2
grant	1
grapes	1
grass	1
greatest	1
green	1
greenpeace	1
grid	1
gridfs	2
group	16
grundlagen	2
grypos	1
gs	1
gsm	5
gta	1
gtc	2
gtx	1
guernica	1
guerrillero	1
gui	2
guide	1
guillaume	1
gulizar	1
gulo	5
guocui	1
gvk	1
gweduck	1
gynt	1
gynyk	1
gyraffa	1
gül	1
h	13
hachiko	1
haemophilus	1
haeundae	1
hai	1
haldun	1
half	2
hamilton	1
hammer	1
han	1
hanau	1
handbook	1
hangouts	1
hanim	1
hanliğinin	1
hans	1
hapanes	1
happine	1
hard	2
hardy	1
harvard	1
hasan	3
hasee	1
hasegawa	1
hathaway	1
hauptbahn	1
hava	1
hbf	1
hbo	1
hcl	1
hdd	1
hdtv	1
heartbreak	1
heavy	1
hedgehog	1
hedgogog	1
hedley	1
heew	1
heider	1
heim	1
helka	1
hello	3
hellraisers	2
helmet	1
helmy	1
helrow	1
herald	1
hercules	1
herman	1
herodotus	1
heroico	1
herophili	1
herta	1
herz	1
heß	1
hg	1
hiatellidae	1
higher	1
hilfiger	1
hiroshima	1
his	1
hisense	1
history	4
hit	1
hits	1
hiv	1
hmmwv	1
hno	1
ho	2
holboellii	1
holding	2
hole	1
holland	1
hollerith	1
hollywood	1
holocaust	1
holt	2
homburg	1
home	5
hometown	1
homo	2
honey	1
hood	1
hopper	2
hordeum	1
hospital	1
hospitality	1
hotel	1
hour	1
house	1
houston	1
hoverla	1
howard	1
hr	1
hrvat	2
hrvatska	2
hso	2
hsui	1
htc	1
html	1
htmlга	1
http	26
https	28
huawei	1
huckleberry	1
hui	1
hult	1
human	1
humongous	1
humvee	1
hunc	1
hunt	1
huntington	1
huriye	1
hut	1
huáqiáo	1
huáxià	1
hydrabaths	1
hydrargirum	1
hyeronimus	1
hyla	1
hypertext	1
härling	1
hēihé	1
hǎiwàihuàrén	1
hыытынан	1
hүпсс	1
hүс	1
i	293
iae	1
iast	1
iata	2
iban	1
ibaret	1
ibby	1
ibidem	1
ibm	3
icann	1
ice	4
ici	1
icmelер	1
icom	1
id	1
idae	1
idaei	1
idaeus	1
idaéa	1
identifier	1
ielts	3
ieзiejя	1
iffhs	1
ifpi	1
ifr	1
igu	1
ii	182
iii	100
il	2
illustrated	1
iltumen	1
im	1
image	1
imap	1
imdb	1
img	1
imlәhe	1
immigration	1
immunodeficiency	1
in	14
inc	6
ince	1
independent	1
indicator	2
indriver	2
industrial	2
industries	1
indy	1
infinera	1
information	1
innovation	1
innovators	1
insider	1
instagram	2
integrator	1
intel	3
intellectuels	1
intelligence	1
interactive	1
interco	1
interface	1
international	11
internationale	2
internctonc	1
internet	5
interpretation	1
interrail	1
interscope	1
invidia	1
ion	1
ios	3
iosa	1
ip	4
ipa	1
ipad	2
iphone	3
ipni	1
ipo	2
ipod	5
ipoтын	1
iptv	2
ira	2
iraq	1
irc	1
irex	1
irkst	1
irkt	1
irma	1
is	5
isbn	7
islamansiklopedisi	1
islamischen	1
island	1
iso	3
iste	1
it	5
italiana	1
itu	2
itunes	1
iucn	1
iupac	1
iv	62
ix	19
i̇lköğretim	1
i̇ngilizce	1
i̇nşaat	1
i̇stanbul	1
i̇zban	1
iисус	1
iсус	1
j	11
ja	2
jabuuti	1
jahre	1
jakuten	1
jakutsk	1
jam	1
james	1
japan	1
jarkko	1
javascript	2
javier	1
jawa	1
jazz	1
jeada	3
jean	2
jessie	1
jeux	1
jewelcad	1
jewish	1
jimbo	1
jin	1
jip	1
jipto	1
jiànshè	1
joachimsthaler	1
johan	1
johannes	1
john	5
jonh	1
jools	1
jorc	1
joseph	1
journée	1
jr	1
json	1
juan	1
july	1
jump	1
jurchen	1
jure	1
just	1
justice	1
jános	1
jìnxíngqǔ	1
jībūtī	1
jыбаш	1
k	19
kabus	1
kafali	1
kal	1
kalanchoe	2
kalon	1
kalpsiz	1
kamera	1
kamtschatka	1
kanmuri	1
kann	1
kapital	1
karen	1
karlovy	1
karlsbad	1
katharevousa	1
kaynak	1
kazembassy	1
keenae	1
kel	1
kemal	2
kent	1
kenter	1
kentucky	1
kepler	1
kermen	1
kerub	1
kfc	3
kfcга	1
khabarovsk	1
khazai	1
khazars	1
khoro	1
kichwa	1
kicker	1
kids	2
kiin	1
kill	1
killian	1
king	2
kirik	1
kiswahili	1
kitaphane	1
kiva	1
klein	1
klia	1
km	4
km²	5
knowing	2
koala	1
kofungun	1
koh	2
kohn	2
kokbayraq	1
kokkos	1
kol	1
kolymie	1
kombat	1
kon	1
kong	1
kongeriget	1
konungariket	1
konvict	1
konvicted	1
korea	1
korean	6
kosk	1
kosovës	1
kp	1
krakowiecki	1
krautchan	1
kremini	1
kreuz	1
krishi	1
kroger	1
kroyer	1
krung	2
krupp	1
krzyż	1
książka	1
kt	1
kumar	1
kuperman	1
kuruluš	1
kurumlarının	1
kyashar	1
kyhaҕaн	1
kyozai	1
köpetdag	1
köztársaság	1
kавказ	1
kаженкин	1
kим	4
kини	9
kинилэр	8
kинилэргэ	1
kиниэхэ	1
kиотскай	1
kитае	1
kиэҥ	2
kиһи	70
kиһилэрин	1
kиһини	3
kиһиэхэ	2
kороткая	2
kосмос	1
kулаковскай	3
kулаковскайы	1
kуоска	1
kуруук	3
kут	5
kуһаҕан	4
kуһаҕанынан	1
kыахпыт	1
kыахтаах	2
kылгас	1
kымньыы	1
kыра	12
kырдьаҕас	3
kырдьаҕастар	3
kыыллар	1
kэл	1
kэлии	3
kэлин	5
kэлэн	1
kэлэр	7
kэмниэ	1
kэргэнэ	1
kэриэс	1
kэтэрдэн	1
kэһии	1
kүн	7
kүнтэн	3
kүүстээх	3
kүөл	1
kөрөн	1
kөтөн	1
kөөнньөрүүлээх	1
l	23
la	5
lab	3
laboratories	1
labs	1
lacerta	1
lagopus	2
lagâri	1
laissez	1
lam	1
lanceolata	1
land	1
lane	3
language	1
lars	1
larus	1
lat	1
later	1
lattimore	1
latvija	1
latvijas	1
laude	1
laurel	1
lauren	1
law	1
lays	1
lcos	1
le	1
leaders	2
league	2
leap	1
lebensraum	1
legend	1
lego	1
lek	1
lenta	3
leo	3
leonardo	1
leonce	1
leonis	1
les	2
lewis	1
lexus	3
leylâ	1
lg	4
liber	2
libertador	1
libertes	1
liberty	2
libre	1
librum	1
license	1
lie	1
life	3
light	1
lighthouses	1
lighttpd	1
lik	1
like	4
limited	2
lin	1
